drug_name	disease_name	label	source
testosterone	ataxia-hypogonadism-choroidal dystrophy syndrome	1	positive
testosterone	hereditary breast carcinoma	1	positive
testosterone	hypogonadism, male	1	positive
tetracycline	fissured tongue	1	positive
tetracycline	helicobacter pylori infection, susceptibility to	1	positive
tetracycline	pyogenic arthritis-pyoderma gangrenosum-acne syndrome	1	positive
thalidomide	leprosy, susceptibility to, 3	1	positive
theophylline	asthma, nasal polyps, and aspirin intolerance	1	positive
theophylline	berry aneurysm, cirrhosis, pulmonary emphysema, and cerebral calcification	1	positive
theophylline	inherited susceptibility to asthma	1	positive
tiagabine	convulsive disorder, familial, with prenatal or early onset	1	positive
ticlopidine	thrombophilia due to thrombin defect	1	positive
tiludronic acid	inclusion body myopathy with paget disease of bone and frontotemporal dementia type 1	1	positive
tiludronic acid	paget disease of bone 2, early-onset	1	positive
timolol	autosomal dominant progressive nephropathy with hypertension	1	positive
timolol	glaucoma 1, open angle, a	1	positive
timolol	glaucoma type 1c	1	positive
timolol	migraine with or without aura, susceptibility to, 1	1	positive
timolol	migraine, familial typical, susceptibility to, 2	1	positive
timolol	obsolete hypertension, diastolic, resistance to	1	positive
timolol	optn-related open angle glaucoma	1	positive
tirofiban	coronary artery disease, autosomal dominant, 1	1	positive
tizanidine	acanthosis nigricans-insulin resistance-muscle cramps-acral enlargement syndrome	1	positive
tizanidine	dystonia 9	1	positive
tizanidine	familial idiopathic inflammatory myopathy	1	positive
tizanidine	migraine with or without aura, susceptibility to, 1	1	positive
tizanidine	trigeminal neuralgia	1	positive
tolazamide	maturity-onset diabetes of the young type 1	1	positive
tolazamide	maturity-onset diabetes of the young type 2	1	positive
tolazamide	maturity-onset diabetes of the young type 3	1	positive
tolbutamide	maturity-onset diabetes of the young type 1	1	positive
tolbutamide	maturity-onset diabetes of the young type 2	1	positive
tolbutamide	maturity-onset diabetes of the young type 3	1	positive
tolcapone	late-onset parkinson disease	1	positive
tolcapone	paralysis agitans, juvenile, of hunt	1	positive
tolmetin	osteoarthritis susceptibility 1	1	positive
tolmetin	osteoarthritis susceptibility 2	1	positive
tolmetin	osteoarthritis susceptibility 3	1	positive
tolmetin	progressive pseudorheumatoid arthropathy of childhood	1	positive
tolmetin	sensory ataxic neuropathy, dysarthria, and ophthalmoparesis	1	positive
topiramate	bulimia nervosa, susceptibility to, 1	1	positive
topiramate	developmental and epileptic encephalopathy, 1	1	positive
topiramate	familial infantile myoclonic epilepsy	1	positive
topiramate	insensitivity to pain with hyperplastic myelinopathy	1	positive
topiramate	migraine with or without aura, susceptibility to, 1	1	positive
topiramate	migraine, familial typical, susceptibility to, 2	1	positive
topiramate	prolactin deficiency with obesity and enlarged testes	1	positive
topotecan	mismatch repair cancer syndrome 1	1	positive
torasemide	autosomal dominant progressive nephropathy with hypertension	1	positive
torasemide	chylous ascites	1	positive
torasemide	enteropathy, familial, with villous edema and immunoglobulin g2 deficiency	1	positive
torasemide	greenberg dysplasia	1	positive
torasemide	hypoparathyroidism-deafness-renal disease syndrome	1	positive
torasemide	multicentric carpo-tarsal osteolysis with or without nephropathy	1	positive
torasemide	obsolete hypertension, diastolic, resistance to	1	positive
tramadol	insensitivity to pain with hyperplastic myelinopathy	1	positive
tramadol	restless legs syndrome, susceptibility to, 1	1	positive
trandolapril	autosomal dominant progressive nephropathy with hypertension	1	positive
trandolapril	hypoparathyroidism-deafness-renal disease syndrome	1	positive
trandolapril	obsolete hypertension, diastolic, resistance to	1	positive
tranexamic acid	factor v and factor viii, combined deficiency of, type 1	1	positive
tranexamic acid	factor vii and factor viii, combined deficiency of	1	positive
tranexamic acid	factor viii and factor ix, combined deficiency of	1	positive
tranexamic acid	factors viii, ix and xi, combined deficiency of	1	positive
travoprost	autosomal dominant progressive nephropathy with hypertension	1	positive
travoprost	glaucoma 1, open angle, a	1	positive
travoprost	glaucoma type 1c	1	positive
travoprost	optn-related open angle glaucoma	1	positive
treprostinil	autosomal dominant progressive nephropathy with hypertension	1	positive
treprostinil	pulmonary hypertension, primary, 1	1	positive
tretinoin	hyperpigmentation of eyelid	1	positive
tretinoin	hyperpigmentation of fuldauer and kuijpers	1	positive
tretinoin	lichen sclerosus et atrophicus	1	positive
tretinoin	mismatch repair cancer syndrome 1	1	positive
tretinoin	pyogenic arthritis-pyoderma gangrenosum-acne syndrome	1	positive
tretinoin	seborrheic keratosis	1	positive
triamcinolone	alopecia-epilepsy-pyorrhea-intellectual disability syndrome	1	positive
triamcinolone	asthma, nasal polyps, and aspirin intolerance	1	positive
triamcinolone	autoimmune thrombocytopenic purpura	1	positive
triamcinolone	candidiasis, familial, 1	1	positive
triamcinolone	dohle bodies and leukemia	1	positive
triamcinolone	familial pityriasis rubra pilaris	1	positive
triamcinolone	insect stings, hypersensitivity to	1	positive
triamcinolone	keloid formation	1	positive
triamcinolone	lichen sclerosus et atrophicus	1	positive
triamcinolone	obsolete exostoses of heel	1	positive
triamcinolone	optic atrophy, hearing loss, and peripheral neuropathy, autosomal dominant	1	positive
triamcinolone	sarcoidosis, susceptibility to, 1	1	positive
triamterene	berry aneurysm, cirrhosis, pulmonary emphysema, and cerebral calcification	1	positive
triamterene	chylous ascites	1	positive
triamterene	enteropathy, familial, with villous edema and immunoglobulin g2 deficiency	1	positive
triamterene	greenberg dysplasia	1	positive
triamterene	mitochondrial dna depletion syndrome 4a	1	positive
triflupromazine	hyperthermia, cutaneous, with headaches and nausea	1	positive
triflupromazine	insensitivity to pain with hyperplastic myelinopathy	1	positive
trihexyphenidyl	paralysis agitans, juvenile, of hunt	1	positive
trimethoprim	asthma, nasal polyps, and aspirin intolerance	1	positive
trimethoprim	otitis media, susceptibility to	1	positive
trimethoprim	pyogenic arthritis-pyoderma gangrenosum-acne syndrome	1	positive
trimetrexate	autoimmune disease	1	positive
ulobetasol	grubben-de cock-borghgraef syndrome	1	positive
urea	familial pityriasis rubra pilaris	1	positive
valdecoxib	osteoarthritis susceptibility 1	1	positive
valdecoxib	osteoarthritis susceptibility 2	1	positive
valdecoxib	osteoarthritis susceptibility 3	1	positive
valdecoxib	progressive pseudorheumatoid arthropathy of childhood	1	positive
valdecoxib	sensory ataxic neuropathy, dysarthria, and ophthalmoparesis	1	positive
valproic acid	alopecia-epilepsy-pyorrhea-intellectual disability syndrome	1	positive
valproic acid	alzheimer disease type 1	1	positive
valproic acid	alzheimer disease, familial early-onset, with coexisting amyloid and prion pathology	1	positive
valproic acid	convulsive disorder, familial, with prenatal or early onset	1	positive
valproic acid	dementia/parkinsonism with non-alzheimer amyloid plaques	1	positive
valproic acid	hyperphosphatemia, polyuria, and seizures	1	positive
valproic acid	schizophrenia	1	positive
valproic acid.1	migraine with or without aura, susceptibility to, 1	1	positive
valproic acid.1	migraine, familial typical, susceptibility to, 2	1	positive
valsartan	autosomal dominant progressive nephropathy with hypertension	1	positive
valsartan	obsolete hypertension, diastolic, resistance to	1	positive
vasopressin	neurohypophyseal diabetes insipidus	1	positive
vasopressin	obsolete diabetes insipidus, neurohypophyseal type, x-linked inheritance	1	positive
venlafaxine	bulimia nervosa, susceptibility to, 1	1	positive
venlafaxine	camurati-engelmann disease	1	positive
venlafaxine	hereditary attention deficit-hyperactivity disorder	1	positive
venlafaxine	insensitivity to pain with hyperplastic myelinopathy	1	positive
venlafaxine	obsessive-compulsive disorder	1	positive
venlafaxine	panic disorder 1	1	positive
verapamil	acanthosis nigricans-insulin resistance-muscle cramps-acral enlargement syndrome	1	positive
verapamil	atrial fibrillation, familial, 1	1	positive
verapamil	atrial fibrillation, familial, 3	1	positive
verapamil	autosomal dominant progressive nephropathy with hypertension	1	positive
verapamil	hypertrophic cardiomyopathy 2	1	positive
verapamil	migraine with or without aura, susceptibility to, 1	1	positive
verapamil	obsolete hypertension, diastolic, resistance to	1	positive
verapamil	ventricular arrhythmias due to cardiac ryanodine receptor calcium release deficiency syndrome	1	positive
vigabatrin	convulsive disorder, familial, with prenatal or early onset	1	positive
vigabatrin	developmental and epileptic encephalopathy, 1	1	positive
vigabatrin	familial infantile myoclonic epilepsy	1	positive
vinblastine	autoimmune thrombocytopenic purpura	1	positive
vinblastine	hereditary breast carcinoma	1	positive
vinblastine	kaposi sarcoma, susceptibility to	1	positive
vinblastine	mismatch repair cancer syndrome 1	1	positive
vincristine	classic hodgkin lymphoma	1	positive
vincristine	dohle bodies and leukemia	1	positive
vincristine	leukemia, acute myelocytic, with polyposis coli and colon cancer	1	positive
vincristine	leukemia, chronic lymphocytic, susceptibility to, 2	1	positive
vincristine	lymphoblastic leukemia, acute, with lymphomatous features	1	positive
vincristine	mismatch repair cancer syndrome 1	1	positive
vincristine	neuroblastoma, susceptibility to, 1	1	positive
vincristine	reticulum cell sarcoma	1	positive
vincristine	spastic paraplegia and evans syndrome	1	positive
vincristine	wilms tumor 1	1	positive
vinorelbine	classic hodgkin lymphoma	1	positive
vitamin a	hereditary hypercarotenemia and vitamin a deficiency	1	positive
vitamin a	hypercarotenemia and vitamin a deficiency, autosomal recessive	1	positive
vitamin e	acanthosis nigricans-insulin resistance-muscle cramps-acral enlargement syndrome	1	positive
vitamin e	alzheimer disease type 1	1	positive
vitamin e	alzheimer disease, familial early-onset, with coexisting amyloid and prion pathology	1	positive
vitamin e	dementia/parkinsonism with non-alzheimer amyloid plaques	1	positive
vitamin e	dyskinesia with orofacial involvement, autosomal dominant	1	positive
vitamin e	familial isolated deficiency of vitamin e	1	positive
vitamin e	gamma-glutamylcysteine synthetase deficiency	1	positive
vitamin e	glutathione synthetase deficiency without 5-oxoprolinuria	1	positive
vitamin e	hemolytic anemia due to pyrimidine 5' nucleotidase deficiency	1	positive
vorinostat	mismatch repair cancer syndrome 1	1	positive
warfarin	atrial fibrillation, familial, 1	1	positive
warfarin	atrial fibrillation, familial, 3	1	positive
warfarin	cerebral arteriopathy, autosomal dominant, with subcortical infarcts and leukoencephalopathy, type 1	1	positive
warfarin	familial antiphospholipid syndrome	1	positive
warfarin	melas syndrome	1	positive
warfarin	obsolete susceptibility to ischemic stroke	1	positive
zafirlukast	asthma, nasal polyps, and aspirin intolerance	1	positive
zileuton	asthma, nasal polyps, and aspirin intolerance	1	positive
zileuton	inherited susceptibility to asthma	1	positive
ziprasidone	tourette syndrome	1	positive
zoledronic acid	acroosteolysis dominant type	1	positive
zoledronic acid	dilated mediastinal arteries	1	positive
zoledronic acid	hypercalcemia, infantile, 1	1	positive
zoledronic acid	inclusion body myopathy with paget disease of bone and frontotemporal dementia type 1	1	positive
zoledronic acid	mismatch repair cancer syndrome 1	1	positive
zoledronic acid	paget disease of bone 2, early-onset	1	positive
zonisamide	ataxia with myoclonic epilepsy and presenile dementia	1	positive
zonisamide	convulsive disorder, familial, with prenatal or early onset	1	positive
zonisamide	epilepsy, childhood absence, susceptibility to, 1	1	positive
zonisamide	epilepsy, idiopathic generalized, susceptibility to, 11	1	positive
zonisamide	epilepsy, idiopathic generalized, susceptibility to, 7	1	positive
zonisamide	epilepsy, idiopathic generalized, susceptibility to, 9	1	positive
zonisamide	epilepsy, juvenile absence, susceptibility to, 1	1	positive
zonisamide	epilepsy, x-linked 1, with variable learning disabilities and behavior disorders	1	positive
zonisamide	febrile seizures, familial, 8	1	positive
zonisamide	hyperphosphatemia, polyuria, and seizures	1	positive
zonisamide	retinal degeneration and epilepsy	1	positive
zonisamide	rolandic epilepsy-paroxysmal exercise-induced dystonia-writer's cramp syndrome	1	positive
zonisamide	tremor, hereditary essential, 1	1	positive
simvastatin	myxedema	0	reliable_negative
atorvastatin	myxedema	0	reliable_negative
levonorgestrel	myxedema	0	reliable_negative
irbesartan	myxedema	0	reliable_negative
telmisartan	myxedema	0	reliable_negative
valsartan	myxedema	0	reliable_negative
rosuvastatin	myxedema	0	reliable_negative
pravastatin	myxedema	0	reliable_negative
fluvastatin	myxedema	0	reliable_negative
atomoxetine	myxedema	0	reliable_negative
minocycline	myxedema	0	reliable_negative
cisplatin	myxedema	0	reliable_negative
warfarin	myxedema	0	reliable_negative
felodipine	myxedema	0	reliable_negative
levofloxacin	myxedema	0	reliable_negative
tadalafil	myxedema	0	reliable_negative
dextromethorphan	myxedema	0	reliable_negative
eprosartan	myxedema	0	reliable_negative
amlodipine	myxedema	0	reliable_negative
trandolapril	myxedema	0	reliable_negative
desogestrel	myxedema	0	reliable_negative
losartan	myxedema	0	reliable_negative
nifedipine	myxedema	0	reliable_negative
atorvastatin	obsessive-compulsive disorder	0	reliable_negative
levetiracetam	myxedema	0	reliable_negative
lisinopril	myxedema	0	reliable_negative
cefazolin	myxedema	0	reliable_negative
ciprofloxacin	myxedema	0	reliable_negative
sildenafil	myxedema	0	reliable_negative
tretinoin	myxedema	0	reliable_negative
hydrocodone	myxedema	0	reliable_negative
anastrozole	myxedema	0	reliable_negative
fluvastatin	obsessive-compulsive disorder	0	reliable_negative
olmesartan	myxedema	0	reliable_negative
bimatoprost	myxedema	0	reliable_negative
lovastatin	myxedema	0	reliable_negative
buprenorphine	myxedema	0	reliable_negative
latanoprost	myxedema	0	reliable_negative
moxifloxacin	myxedema	0	reliable_negative
duloxetine	myxedema	0	reliable_negative
ketorolac	myxedema	0	reliable_negative
pravastatin	obsessive-compulsive disorder	0	reliable_negative
captopril	myxedema	0	reliable_negative
frovatriptan	myxedema	0	reliable_negative
levonorgestrel	schizophrenia	0	reliable_negative
terazosin	myxedema	0	reliable_negative
diclofenac	myxedema	0	reliable_negative
rizatriptan	myxedema	0	reliable_negative
simvastatin	obsessive-compulsive disorder	0	reliable_negative
isosorbide dinitrate	myxedema	0	reliable_negative
sertraline	autoimmune disease	0	reliable_negative
desipramine	myxedema	0	reliable_negative
paclitaxel	myxedema	0	reliable_negative
cisplatin	autoimmune disease	0	reliable_negative
dextromethorphan	autoimmune disease	0	reliable_negative
tamsulosin	myxedema	0	reliable_negative
gabapentin	myxedema	0	reliable_negative
acebutolol	myxedema	0	reliable_negative
desflurane	myxedema	0	reliable_negative
desogestrel	autoimmune disease	0	reliable_negative
levonorgestrel	obsessive-compulsive disorder	0	reliable_negative
pioglitazone	myxedema	0	reliable_negative
pregabalin	myxedema	0	reliable_negative
lapatinib	myxedema	0	reliable_negative
simvastatin	autoimmune disease	0	reliable_negative
doxazosin	myxedema	0	reliable_negative
rosuvastatin	obsessive-compulsive disorder	0	reliable_negative
sorafenib	myxedema	0	reliable_negative
carboplatin	myxedema	0	reliable_negative
saquinavir	myxedema	0	reliable_negative
diazepam	myxedema	0	reliable_negative
fluoxetine	autoimmune disease	0	reliable_negative
fosinopril	myxedema	0	reliable_negative
naratriptan	myxedema	0	reliable_negative
enalapril	myxedema	0	reliable_negative
rabeprazole	myxedema	0	reliable_negative
felodipine	schizophrenia	0	reliable_negative
isosorbide mononitrate	myxedema	0	reliable_negative
lorazepam	myxedema	0	reliable_negative
venlafaxine	myxedema	0	reliable_negative
codeine	myxedema	0	reliable_negative
simvastatin	schizophrenia	0	reliable_negative
metoclopramide	schizophrenia	0	reliable_negative
atorvastatin	schizophrenia	0	reliable_negative
sertraline	myxedema	0	reliable_negative
beclomethasone dipropionate	gastroesophageal reflux disease	0	reliable_negative
paclitaxel	autoimmune disease	0	reliable_negative
felodipine	autoimmune disease	0	reliable_negative
rosuvastatin	autoimmune disease	0	reliable_negative
benazepril	myxedema	0	reliable_negative
candesartan cilexetil	myxedema	0	reliable_negative
fluvastatin	autoimmune disease	0	reliable_negative
gemcitabine	autoimmune disease	0	reliable_negative
lovastatin	obsessive-compulsive disorder	0	reliable_negative
metoprolol	myxedema	0	reliable_negative
pravastatin	autoimmune disease	0	reliable_negative
saquinavir	gastroesophageal reflux disease	0	reliable_negative
captopril	autoimmune disease	0	reliable_negative
levonorgestrel	autoimmune disease	0	reliable_negative
methyclothiazide	autoimmune disease	0	reliable_negative
pantoprazole	myxedema	0	reliable_negative
amobarbital	myxedema	0	reliable_negative
dasatinib	myxedema	0	reliable_negative
erlotinib	myxedema	0	reliable_negative
ramipril	myxedema	0	reliable_negative
alprazolam	myxedema	0	reliable_negative
clotrimazole	myxedema	0	reliable_negative
epirubicin	myxedema	0	reliable_negative
misoprostol	myxedema	0	reliable_negative
chlorothiazide	autoimmune disease	0	reliable_negative
lansoprazole	myxedema	0	reliable_negative
levofloxacin	myasthenia gravis	0	reliable_negative
metformin	myxedema	0	reliable_negative
tetracycline	myasthenia gravis	0	reliable_negative
tetracycline	myxedema	0	reliable_negative
desogestrel	schizophrenia	0	reliable_negative
fluvoxamine	myxedema	0	reliable_negative
methadone	myxedema	0	reliable_negative
metoclopramide	myxedema	0	reliable_negative
perindopril	myxedema	0	reliable_negative
almotriptan	myxedema	0	reliable_negative
donepezil	myxedema	0	reliable_negative
formoterol	myxedema	0	reliable_negative
meprobamate	myxedema	0	reliable_negative
minocycline	myasthenia gravis	0	reliable_negative
rosuvastatin	schizophrenia	0	reliable_negative
fluvastatin	schizophrenia	0	reliable_negative
ofloxacin	myxedema	0	reliable_negative
ondansetron	myxedema	0	reliable_negative
methyclothiazide	myasthenia gravis	0	reliable_negative
phenylephrine	myxedema	0	reliable_negative
amlodipine	schizophrenia	0	reliable_negative
ephedrine	myxedema	0	reliable_negative
pravastatin	schizophrenia	0	reliable_negative
pseudoephedrine	myxedema	0	reliable_negative
chlorothiazide	schizophrenia	0	reliable_negative
eletriptan	myxedema	0	reliable_negative
methyclothiazide	schizophrenia	0	reliable_negative
beclomethasone dipropionate	myasthenia gravis	0	reliable_negative
atenolol	myxedema	0	reliable_negative
glipizide	myxedema	0	reliable_negative
perindopril	autoimmune disease	0	reliable_negative
anastrozole	autoimmune disease	0	reliable_negative
metoprolol	autoimmune disease	0	reliable_negative
pioglitazone	autoimmune disease	0	reliable_negative
ticlopidine	myxedema	0	reliable_negative
gemcitabine	myxedema	0	reliable_negative
saquinavir	osteoporosis	0	reliable_negative
amlodipine	obsessive-compulsive disorder	0	reliable_negative
desogestrel	obsessive-compulsive disorder	0	reliable_negative
levofloxacin	obsessive-compulsive disorder	0	reliable_negative
mesalazine	myxedema	0	reliable_negative
nifedipine	autoimmune disease	0	reliable_negative
desipramine	autoimmune disease	0	reliable_negative
dicyclomine	myxedema	0	reliable_negative
itraconazole	myxedema	0	reliable_negative
lapatinib	autoimmune disease	0	reliable_negative
levonorgestrel	myasthenia gravis	0	reliable_negative
methyclothiazide	obsessive-compulsive disorder	0	reliable_negative
metipranolol	myxedema	0	reliable_negative
metoclopramide	autoimmune disease	0	reliable_negative
pioglitazone	obsessive-compulsive disorder	0	reliable_negative
salmeterol	myxedema	0	reliable_negative
topotecan	myxedema	0	reliable_negative
carvedilol	myxedema	0	reliable_negative
felodipine	obsessive-compulsive disorder	0	reliable_negative
fluoxetine	myxedema	0	reliable_negative
paclitaxel	schizophrenia	0	reliable_negative
quinapril	myxedema	0	reliable_negative
rabeprazole	autoimmune disease	0	reliable_negative
citalopram	autoimmune disease	0	reliable_negative
citalopram	myasthenia gravis	0	reliable_negative
duloxetine	autoimmune disease	0	reliable_negative
enoxaparin	myxedema	0	reliable_negative
metoprolol	schizophrenia	0	reliable_negative
phenobarbital	myxedema	0	reliable_negative
tamoxifen	autoimmune disease	0	reliable_negative
glipizide	schizophrenia	0	reliable_negative
levetiracetam	autoimmune disease	0	reliable_negative
saquinavir	schizophrenia	0	reliable_negative
acyclovir	myxedema	0	reliable_negative
alosetron	myxedema	0	reliable_negative
ciprofloxacin	obsessive-compulsive disorder	0	reliable_negative
fluoxetine	myasthenia gravis	0	reliable_negative
isosorbide dinitrate	obsessive-compulsive disorder	0	reliable_negative
sertraline	myasthenia gravis	0	reliable_negative
captopril	obsessive-compulsive disorder	0	reliable_negative
nifedipine	schizophrenia	0	reliable_negative
norgestimate	myxedema	0	reliable_negative
trandolapril	schizophrenia	0	reliable_negative
captopril	schizophrenia	0	reliable_negative
escitalopram	myxedema	0	reliable_negative
dextropropoxyphene	myxedema	0	reliable_negative
eprosartan	autoimmune disease	0	reliable_negative
carvedilol	autoimmune disease	0	reliable_negative
atenolol	autoimmune disease	0	reliable_negative
gabapentin	obsessive-compulsive disorder	0	reliable_negative
levonorgestrel	gastroesophageal reflux disease	0	reliable_negative
losartan	autoimmune disease	0	reliable_negative
lovastatin	autoimmune disease	0	reliable_negative
paliperidone	myxedema	0	reliable_negative
praziquantel	autoimmune disease	0	reliable_negative
atazanavir	gastroesophageal reflux disease	0	reliable_negative
butalbital	myxedema	0	reliable_negative
fosinopril	autoimmune disease	0	reliable_negative
idarubicin	autoimmune disease	0	reliable_negative
trandolapril	autoimmune disease	0	reliable_negative
amlodipine	autoimmune disease	0	reliable_negative
dorzolamide	myxedema	0	reliable_negative
enalapril	autoimmune disease	0	reliable_negative
epirubicin	autoimmune disease	0	reliable_negative
ipratropium	myxedema	0	reliable_negative
alprazolam	autoimmune disease	0	reliable_negative
amobarbital	autoimmune disease	0	reliable_negative
cefdinir	myxedema	0	reliable_negative
labetalol	myxedema	0	reliable_negative
metoprolol	obsessive-compulsive disorder	0	reliable_negative
moexipril	autoimmune disease	0	reliable_negative
omeprazole	myxedema	0	reliable_negative
oxymorphone	myxedema	0	reliable_negative
pregabalin	autoimmune disease	0	reliable_negative
cyclizine	myxedema	0	reliable_negative
enalapril	obsessive-compulsive disorder	0	reliable_negative
ibuprofen	myxedema	0	reliable_negative
irbesartan	obsessive-compulsive disorder	0	reliable_negative
leucovorin	myxedema	0	reliable_negative
ramipril	autoimmune disease	0	reliable_negative
rifampin	gastroesophageal reflux disease	0	reliable_negative
saquinavir	obsessive-compulsive disorder	0	reliable_negative
sibutramine	myxedema	0	reliable_negative
telmisartan	obsessive-compulsive disorder	0	reliable_negative
atenolol	schizophrenia	0	reliable_negative
clotrimazole	myasthenia gravis	0	reliable_negative
hydrochlorothiazide	autoimmune disease	0	reliable_negative
hydroxyurea	myxedema	0	reliable_negative
omeprazole	autoimmune disease	0	reliable_negative
perindopril	obsessive-compulsive disorder	0	reliable_negative
telmisartan	schizophrenia	0	reliable_negative
travoprost	myxedema	0	reliable_negative
verapamil	myxedema	0	reliable_negative
warfarin	obsessive-compulsive disorder	0	reliable_negative
atomoxetine	autoimmune disease	0	reliable_negative
desipramine	myasthenia gravis	0	reliable_negative
irbesartan	schizophrenia	0	reliable_negative
lansoprazole	schizophrenia	0	reliable_negative
meprobamate	autoimmune disease	0	reliable_negative
omeprazole	schizophrenia	0	reliable_negative
clonazepam	gastroesophageal reflux disease	0	reliable_negative
desflurane	obsessive-compulsive disorder	0	reliable_negative
desogestrel	myasthenia gravis	0	reliable_negative
fluvoxamine	myasthenia gravis	0	reliable_negative
trandolapril	obsessive-compulsive disorder	0	reliable_negative
ciprofloxacin	pernicious anemia	0	reliable_negative
clomipramine	myxedema	0	reliable_negative
escitalopram	autoimmune disease	0	reliable_negative
prochlorperazine	gastroesophageal reflux disease	0	reliable_negative
quinapril	obsessive-compulsive disorder	0	reliable_negative
pantoprazole	schizophrenia	0	reliable_negative
budesonide	gastroesophageal reflux disease	0	reliable_negative
citalopram	myxedema	0	reliable_negative
enalapril	schizophrenia	0	reliable_negative
lisinopril	obsessive-compulsive disorder	0	reliable_negative
ramipril	obsessive-compulsive disorder	0	reliable_negative
tretinoin	schizophrenia	0	reliable_negative
quinapril	schizophrenia	0	reliable_negative
hydrochlorothiazide	schizophrenia	0	reliable_negative
doxazosin	autoimmune disease	0	reliable_negative
albuterol	myxedema	0	reliable_negative
docetaxel	myxedema	0	reliable_negative
glipizide	autoimmune disease	0	reliable_negative
acarbose	autoimmune disease	0	reliable_negative
atazanavir	osteoporosis	0	reliable_negative
desogestrel	osteoporosis	0	reliable_negative
epirubicin	gastroesophageal reflux disease	0	reliable_negative
finasteride	autoimmune disease	0	reliable_negative
metformin	autoimmune disease	0	reliable_negative
phendimetrazine	myxedema	0	reliable_negative
quinapril	autoimmune disease	0	reliable_negative
clozapine	gastroesophageal reflux disease	0	reliable_negative
idarubicin	myxedema	0	reliable_negative
leucovorin	autoimmune disease	0	reliable_negative
levofloxacin	osteoporosis	0	reliable_negative
phenytoin	myxedema	0	reliable_negative
rifampin	myxedema	0	reliable_negative
bortezomib	myxedema	0	reliable_negative
chlorthalidone	obsessive-compulsive disorder	0	reliable_negative
ciprofloxacin	osteoporosis	0	reliable_negative
donepezil	gastroesophageal reflux disease	0	reliable_negative
dorzolamide	obsessive-compulsive disorder	0	reliable_negative
gabapentin	autoimmune disease	0	reliable_negative
lamotrigine	autoimmune disease	0	reliable_negative
metipranolol	autoimmune disease	0	reliable_negative
misoprostol	autoimmune disease	0	reliable_negative
rosiglitazone	obsessive-compulsive disorder	0	reliable_negative
acebutolol	autoimmune disease	0	reliable_negative
adapalene	gastroesophageal reflux disease	0	reliable_negative
amiodarone	myxedema	0	reliable_negative
anastrozole	schizophrenia	0	reliable_negative
benazepril	obsessive-compulsive disorder	0	reliable_negative
donepezil	autoimmune disease	0	reliable_negative
eletriptan	autoimmune disease	0	reliable_negative
oxcarbazepine	myxedema	0	reliable_negative
pantoprazole	autoimmune disease	0	reliable_negative
rofecoxib	myxedema	0	reliable_negative
trimethoprim	myasthenia gravis	0	reliable_negative
acarbose	myxedema	0	reliable_negative
acyclovir	osteoporosis	0	reliable_negative
chlorothiazide	pernicious anemia	0	reliable_negative
dextromethorphan	systemic lupus erythematosus	0	reliable_negative
eprosartan	schizophrenia	0	reliable_negative
galantamine	myxedema	0	reliable_negative
glipizide	obsessive-compulsive disorder	0	reliable_negative
hydrocodone	autoimmune disease	0	reliable_negative
ketorolac	myasthenia gravis	0	reliable_negative
losartan	obsessive-compulsive disorder	0	reliable_negative
phendimetrazine	myasthenia gravis	0	reliable_negative
rasagiline	myxedema	0	reliable_negative
saquinavir	systemic lupus erythematosus	0	reliable_negative
sildenafil	autoimmune disease	0	reliable_negative
benazepril	schizophrenia	0	reliable_negative
chlorthalidone	schizophrenia	0	reliable_negative
ciprofloxacin	autoimmune disease	0	reliable_negative
fluticasone propionate	myxedema	0	reliable_negative
fluvoxamine	autoimmune disease	0	reliable_negative
ketoprofen	obsessive-compulsive disorder	0	reliable_negative
levofloxacin	autoimmune disease	0	reliable_negative
lovastatin	schizophrenia	0	reliable_negative
minocycline	autoimmune disease	0	reliable_negative
moexipril	myxedema	0	reliable_negative
nimodipine	myxedema	0	reliable_negative
acyclovir	myasthenia gravis	0	reliable_negative
azelaic acid	myxedema	0	reliable_negative
carvedilol	obsessive-compulsive disorder	0	reliable_negative
cisplatin	schizophrenia	0	reliable_negative
epirubicin	obsessive-compulsive disorder	0	reliable_negative
etodolac	myasthenia gravis	0	reliable_negative
fosinopril	obsessive-compulsive disorder	0	reliable_negative
levofloxacin	pernicious anemia	0	reliable_negative
minocycline	schizophrenia	0	reliable_negative
naproxen	obsessive-compulsive disorder	0	reliable_negative
naproxen	schizophrenia	0	reliable_negative
pentazocine	myxedema	0	reliable_negative
rabeprazole	schizophrenia	0	reliable_negative
sildenafil	myasthenia gravis	0	reliable_negative
tetracycline	schizophrenia	0	reliable_negative
carboplatin	obsessive-compulsive disorder	0	reliable_negative
cefazolin	myasthenia gravis	0	reliable_negative
ibuprofen	myasthenia gravis	0	reliable_negative
isotretinoin	myxedema	0	reliable_negative
lorazepam	autoimmune disease	0	reliable_negative
losartan	schizophrenia	0	reliable_negative
misoprostol	schizophrenia	0	reliable_negative
acebutolol	schizophrenia	0	reliable_negative
ciprofloxacin	schizophrenia	0	reliable_negative
escitalopram	myasthenia gravis	0	reliable_negative
perindopril	schizophrenia	0	reliable_negative
ramipril	schizophrenia	0	reliable_negative
dextropropoxyphene	myasthenia gravis	0	reliable_negative
levofloxacin	schizophrenia	0	reliable_negative
lisinopril	schizophrenia	0	reliable_negative
fosinopril	schizophrenia	0	reliable_negative
pseudoephedrine	systemic lupus erythematosus	0	reliable_negative
